,Deal,Description,Episode,Category,Entrepreneurs,Location,Website,Amount Asked For,Exchange For Stake,Valuation,Season,Shark 1,Shark 2,Shark 3,Shark 4,Shark 5,Title,Episode-Season,Multiple Entreprenuers,Episode Code,Pitched Business Description,Deal Status,Shark(s) That Made a Deal
418,TRUE,"The Squatty Potty is a toilet stool that helps the user mimic a natural squat, allowing for easier and healthier elimination at home. Believe it or not, the relatively modern tradition of sitting upright on a toilet seat has not been an improvement, at least as far as posture is concerned. This position puts more stress on the bowels than a simple squat. The Squatty Potty allows the user to adapt their home toilet into one that can be used in a squatting position, which helps to reduce straining and even prevent hemorroids and bowel herniation. Squatty Potty is also great for kids, as it gives them a leg up and a place to rest their feet when moving up to the grown-ups toilet. When not in use, Squatty Potty tucks neatly and discretely underneath the toilet bowl.",9,Health and Well-Being,Bobby and Judy Edwards,"St. George, UT",http://squattypotty.com/,"$350,000.00 ",5.00%,"$7,000,000.00 ",6,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Squatty Potty,9-Jun,TRUE,610,"a footstool that puts the user of a western toilet in a squatting position for more natural, healthier bowel movements . Apparently, weâ€™ve been going to the bathroom all wrong! As ridiculous as it sounds, bad toilet posture negatively affects your health (consitipation, hemorroids, bloating, IBS, etc.). Use the toilet right with Squatty Potty for fast and easy elimination. Ecco and Tao Bamboo are available in both 7â€³ and 9â€³ sizes.",Deal Made,LG
419,FALSE,"Storm Stoppers are DIY storm window protection. Lightweight, safe and simple to install, Storm Stoppers go in without bolts or screws, and they can be cut and installed without the use of power tools. Among its other benefits, Storm Stoppers take just under a minute to re-install per window, and because they don't bolt on, they're also the easiest to remove in case needed to make a safe exit through one of these openings.",9,Novelties,John D. Smith,"Orlando, FL",http://www.plywoodalternative.com/,"$100,000.00 ",10.00%,"$1,000,000.00 ",6,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Storm Stoppers,9-Jun,FALSE,610,protective window coverings for use during hurricanes as an alternative to plywood . Storm Stoppers are protective window coverings for use during strong storms or hurricanes as an alternative to plywood. The product is lightweight and you do not need screws or bolts to install them.  ,No Deal Made,
420,TRUE,"Earthlogs are the environmentally-conscious choice for fire logs. Made from clean waste paper and scrap candle wax, Earthlog repurposes waste into premium-quality fire products. The company's patent-pending manufacturing process also produces zero waste.",10,Home Accessories,Tom Sanetti,"Huntington Beach, CA",http://www.earthlog.com/,"$160,000.00 ",20.00%,"$800,000.00 ",6,Lori Greiner,Kevin O'Leary,Daymond John,Mark Cuban,Nick Woodman,Earth Log,10-Jun,FALSE,612,"an environmentally friendly recycled firelog . an organic, cleaner-burning firelog with better odors",Deal Made,LG
421,TRUE,"With Magic Cook, users can make a meal without fire, gas or electricity.",10,Outdoor Recreation,Sharon Yu,"Chino, CA",http://magiccook.net/,"$100,000.00 ",33.00%,"$303,030.00 ",6,Lori Greiner,Kevin O'Leary,Daymond John,Mark Cuban,Nick Woodman,Magic Cook,10-Jun,FALSE,612,"a portable cooking device that uses an instant heat pack to cook foods or liquids, not requiring power or fire . The Magiccook is a container that uses an instant heat pack to cook foods or liquids conveniently. Itâ€™s perfect for camping, fishing, hunting, boating, truck drivers, construction workers, field workers, hiking, at the office desk, anytime on the go, emergency situations and more.",Deal Made,DJ
422,TRUE,"The Kitchen Safe is a smart container that helps people form good habits. It's great for food, cellphones, TV remotes, video games, and many other things.",10,Storage and Cleaning Products,David Krippendorf and Ryan Tseng,"San Francisco, CA",http://www.thekitchensafe.com/,"$100,000.00 ",5.00%,"$2,000,000.00 ",6,Lori Greiner,Kevin O'Leary,Daymond John,Mark Cuban,Nick Woodman,Kitchen Safe,10-Jun,TRUE,612,"a container with a timer-lock closure to keep tempting food or items out of reach . Say hello to Kitchen Safe, the time locking container. Toted as a tool to build good habits and self discipline, the Kitchen Safe is intended to do more than just lock away the cookies from little Johnny until after dinner. Get creative with the TV remote and Xbox controller too. Man am I glad this wasnâ€™t invented during the 90s.",Deal Made,LG
423,FALSE,"Off the Cob makes premium-quality tortilla chips using fresh sweet corn. Unlike the grain corn typically used in every other tortilla chip, sweet corn is naturally flavorful and hand picked at the height of its ripeness each year. Created by third-generation farmer Cameron Sheldrake, these chips are gluten free, organic, and non-GMO, not to mention tasty! The company's larger mission is to support sustainable corn farming.",10,Specialty Food,Cameron Sheldrake,"Ithaca, NY",http://www.offthecobchips.com/,"$100,000.00 ",15.00%,"$666,667.00 ",6,Lori Greiner,Kevin O'Leary,Daymond John,Mark Cuban,Nick Woodman,Off the Cob,10-Jun,FALSE,612,tortilla chips made with sweet corn instead of grain corn . corn tortilla chips manufactured from sweet corn as opposed to grain corn,No Deal Made,
424,TRUE,"Single-serve wines in recyclable, high quality plastic stemware that looks and feels like glass.",11,Alcoholic Beverages,Andrew McMurray,"Santa Rosa, CA",http://www.zipzwine.com,"$2,500,000.00 ",10.00%,"$25,000,000.00 ",6,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Zipz,11-Jun,FALSE,613,"a proprietary container and brand for a single serving of wine, similar to Copa di Vino but in a resealable glass . Zipz Wine is the industryâ€™s answer to portable single serving wine that aluminum cans were for the soda industry.Â Its container is extremely durable with a high quality plastic vessel that looks identical to glassware. Zipz also has a patented CleanWrap technology that preserves the freshness and shelf life of this revolutionary wine product.",Deal Made,KOL
425,FALSE,A three-in-one men's grooming product.,11,Personal Care and Cosmetics,Lydia Evans,"Houston, TX",http://www.pure-swag.com,"$125,000.00 ",20.00%,"$625,000.00 ",6,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,SWAG Essentials,11-Jun,FALSE,613,"an exfoliating and moisturizing soap bar specially formulated for men . From an award winning estheticianÂ comeÂ Soap Washes and Grooming Essentials. SWAG for short, are soapÂ products for men that exfoliate and moisturize sensitiveÂ skin to reduce razor burn and hair bumps. Itâ€™s natural, handcrafted, contains high quality ingredients and Barber and Physician approved.",No Deal Made,
426,TRUE,"Biaggi luggage is built for premium quality and easy storage. Their unique design and lightweight construction allow Biaggi baggage to flatten for storage, greatly reducing the space required. Biaggi suitcases also feature a 4-wheel spinner system, a padded compartment for laptops, hinge-lock technology, and multi-stop telescoping aluminum handles.",11,Storage and Cleaning Products,Stephen Hersh,"New York, NY",http://www.biaggi.com,"$500,000.00 ",30.00%,"$1,666,667.00 ",6,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Biaggi,11-Jun,FALSE,613,"a line of collapsible, folding luggage designed to save space when not in use . EveryoneÂ with traditional luggage wishes that when they are not traveling their luggage would just disappear. Itâ€™s bulky, awkward and takes up way too much space. Enter . A line of collapsable, convenient, folding wheel luggage thatÂ you can easily store anywhere in the house when youâ€™re not using it.",Deal Made,LG
427,TRUE,Fashionable and affordably-priced apparel for female sports fans.,11,Men and Women's Apparel,Shawna and Kurt Feddersen,"Tulsa, OK",http://www.gameday-couture.com,"$500,000.00 ",20.00%,"$2,500,000.00 ",6,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Gameday Couture,11-Jun,TRUE,613,"fashionable sports team wear for women . Lady alumni, love sports but hateÂ the clothing? Well, the answer to your ugly jersey wearing woes has arrived. Gameday Couture has created aÂ fashion lineÂ of collegiate gameday apparel designed specificallyÂ for women. With over 35 university licenses available, finally you can proudly represent your team in style!",Deal Made,MC
428,TRUE,"Hoppy Paws is a kit that includes everything needed to create reindeer hoof prints in your home. An easy way to bring more whimsy to your holidays, Hoppy Paws comes with a hoof print stamp, a mixing tray and a super secret powder. Mixed with water, the powder creates crisp white hoof prints that are easy to clean up when the fun is done. Hoppy Paws makes it look like the reindeer have indeed come through, and the company has expanded into kits for other characters, including Santa's Elves, the Easter Bunny, the Tooth Fairy and more. Non-toxic and biodegradable, Hoppy Paws works on most hard surfaces, indoors and out.",12,Holiday Cheer,Trina Barkouras,"Newport Beach, CA",http://hoppypaws.com,"$50,000.00 ",10.00%,"$500,000.00 ",6,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Hoppy Paws,12-Jun,FALSE,614,"stamp kits for simulating tracks left by holiday characters such as Santa's reindeer or the Easter Bunny . Create a new family tradition this Christmas and surprise your children with proof of a visit from Santa with Hoppy Paws stamp kit. Hoppy Paws â€œSantaâ€™s Reindeer Hoof Print Stamp Kitâ€ includes a stamp kit, mixing tray and a secret powderÂ to create a life sized, realistic Santaâ€™s reindeer hoof print. Hoppy Paws will also offer more of a library next year with Santaâ€™s Elf, the Easter Bunny, the Tooth Fairy and more!",Deal Made,BC
429,TRUE,"An ""elf on a shelf"" analog for Jewish and interfaith families. Moshe the Mensch tells the story of Hanukkah and promotes the values of being a Mensch.",12,Holiday Cheer,Neal Hoffman,"Madeira, OH",http://themenschonabench.com,"$150,000.00 ",10.00%,"$1,500,000.00 ",6,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Mensch on a Bench,12-Jun,FALSE,614,"an alternative to The Elf on the Shelf for Jewish families . Another tradition for Hanukkah intended to bring families together, Mensch on a Bench was created by a father who wanted to teach his kids the meaning of the Jewish holiday, all while starting a new holiday tradition. The Mensch on a Bench set includes a 12â€³ plush Moshe doll, a hardcover book and removable bench.",Deal Made,LG+RH
430,FALSE,"A device that allows for quickly toggling Christmas lights from visible to out-of-sight, reducing the time spent hanging them up and taking them down each year.",12,Holiday Cheer,Nathan Shaffer,"Henderson, NV",http://evedrop.com,"$75,000.00 ",20.00%,"$375,000.00 ",6,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Eve Drop,12-Jun,FALSE,614,a sliding clip that raises Christmas lights behind the eaves on a roof when out of season so they don't need taken down and rehung each year . NEVER hang your Christmas lights again. That is undoubtedly appealing to those whoÂ put up and take downÂ their Christmas lights every year.Â With Eve Drop Christmas Light Hangers you install the savvy light hangers once and then never again. After the holiday season you simply slide your lights up in seconds and hide them away under your eaves. Permanent Christmas lights. Life hack accomplished.,No Deal Made,
431,TRUE,"The Q-Flex is personal acupressure system and self-massage device. Its hook-shaped design allows anyone to reach sore spots on their own and apply pressure to relieve stress and soothe aches. Lightweight, durable, easy to use, and affordable, Q-Flex allows anyone to enjoy an on-demand deep tissue massage with just the right amount of pressure to relax knotted muscles, ease shoulder tension, relieve back pain or soothe tired feet. Made in the USA.",12,Health and Well-Being,Andrea and Hong Cao,"San Luis Obispo, CA",http://getqflex.com,"$20,000.00 ",20.00%,"$100,000.00 ",6,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Q-Flex,12-Jun,TRUE,614,"a personal acupressure device . Â Suffer from body soreness? Wife wonâ€™t give you a massage? A self acupressure massage device, the Q-Flex is designed to relieve common stress and tension by simply applying pressure to specific points of your body. It isÂ light in weight, durable and so easy anyone can use it. The Q Flex AcupressureÂ is made from high quality polycarbonate material which lets the device bend just enough without breaking.",Deal Made,BC
432,FALSE,"With SkinnyShirt you can rock a classic preppy look while maintaining a smooth and svelte silhouette. Layering a sweater over a traditional button-down shirt leads to bulk and bunchiness, but SkinnyShirt circumvents the issue with their knit camis, which have a collared neck that simulates a typical button-down shirt. It even has four working collar buttons to really sell the illusion! The collar and upper portion of the shirt is made with a woven cotton blend, while the rest of the shirt is instead made with a knit nylon blend that stays smooth against your skin. SkinnyShirt comes in white and pairs nicely with sweaters of any cut or color, but especially V-necks and crewnecks.",13,Women's Apparel,Julie Kalimian,"New York, NY",http://www.skinnyshirt.com,"$100,000.00 ",20.00%,"$500,000.00 ",6,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,SkinnyShirt,13-Jun,FALSE,611,"a cross between a button-down shirt and a camisole specially designed to reduce bulk .  SkinnyShirt gives you a collared shirt without the clunky bunchiness a normal collared shirt gives you. Skinny Shirt is perfectly knit cami combined with a favorite button down. 90% nylon and 10% spandex, the SkinnyShirt body is a stretchy knit that smoothes and better shapes around your figure. It can be paired with just about anything in your closet such as v-necks, crew necks, cardigans, shift dresses, blazers and more.",No Deal Made,
433,TRUE,"Bantam's mini bagel balls come stuffed with artisan cream cheeses that add ease to mobile munching and are perfect for any snack, meeting or event.",13,Specialty Food,Nick and Elyse Oleksak,"New York, NY",http://www.bantambagels.com,"$275,000.00 ",11.00%,"$2,500,000.00 ",6,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Bantam Bagels,13-Jun,TRUE,611,"mini bagel balls filled with varieties of cream cheese . Bagel lovers UNITE! Bantam Bagels are compact ball shaped bagels pre-filled with artisan cream cheese. With 15 flavors ranging from your traditional â€œEverythingâ€ to â€œCookies and Milkâ€, these mini New York bagels are crispy, chewy and convenient. Perfect morning snack for when you are on the go and do not want to deal with the messy process of applying the cream cheese yourself. You are all in for a treat.",Deal Made,LG
434,TRUE,"Doorman is an on-demand mobile service that provides package delivery (and returns) until midnight, 7 days a week.",13,Consumer Services,Zander Adell,"San Francisco, CA",http://www.doorman.co,"$25,000.00 ",10.00%,"$250,000.00 ",6,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Doorman,13-Jun,FALSE,611,"a service that re-delivers packages ordered online during hours convenient to the customer . Never miss a package delivery ever again!  allows you toÂ schedule deliveries as late as midnight, 7 days a week! Perfect it you work late or do not want to be strapped to the inconvenient traditional delivery times. Try your first package for free with the ",Deal Made,RH
435,FALSE,An online dating service that helps people meet friends of friends through daily matches.,13,Online Services,"Arum, Dawoon, and Soo Kang","San Francisco, CA",http://www.coffeemeetsbagel.com,"$500,000.00 ",5.00%,"$10,000,000.00 ",6,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Coffee Meets Bagel,13-Jun,TRUE,611,"an online dating service that uses social media aspects to match singles . While it is easy to say â€œyetâ€ another dating app,Â contrast to the hookupÂ friendlyÂ  and Â offers another take at the realm of online dating. The conceptÂ ofÂ Â is simply getting setup with a profile andÂ networking through your social circle of friends to find a potential love interest. It takes out the arguably strange and shameful stigma that comes with the territory of online dating, and instead brings in a bit of that human element. It can virtually be compared to meeting a friend of a friend at a dinner party.",No Deal Made,
436,FALSE,Kids' backpacks in the form of vests with pockets all around to distribute the load.,14,Baby and Child Care,Arthur Grayer and Michael Wooley,"Suwannee, GA",http://www.vestpakz.com,"$50,000.00 ",10.00%,"$500,000.00 ",6,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Vestpakz,14-Jun,TRUE,607,"a combination backpack and vest for schoolchildren . Vestpakz, an innovative and quality back pack was originally invented by an inspired Sixth Grader, Christen Wooley about 15 years ago. Vestpakz saves space and protects your back even more importantly. They are perfect for school or plain recreational fun. The Vestpak is licensed by  back pack and comes equipped with two front zippered pockets and side slip pockets. It is lightweight and the fabric is water fabric. A really cool product created by an American young mind!",No Deal Made,
437,TRUE,"Scratch & Grain Baking Co. makes the most wholesome and delicious cookie mixes on the planet. These cookie kits bring together the best elements of baking from scratch and the convenience of using prepackaged mixes. Unlike the typical baking mixes from big brands that you might be used to seeing at the grocery store, each ingredient in Scratch and Grain Co. mixes come individually packaged within the box. You get the wonderful flavor of baked-from-scratch cookies and the satisfaction that the ingredients are fresh and all-natural. Scratch and Grain Co. offers a number of different cookie mixes, including Chocolate Chip, Sugar Cookie, and Oatmeal Raisin. They have also introduced three gluten-free mixes: Chocolate Truffle, Snicker Doodle, and Chewy Peanut Butter.",14,Specialty Food,Leah Tutin and Taya Geiger,"Portland, OR",http://www.scratchandgrain.com,"$150,000.00 ",20.00%,"$750,000.00 ",6,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Scratch & Grain Baking Co.,14-Jun,TRUE,607,"kits with premeasured natural ingredients for making homemade cookies . Started by an unfortunate baking experience involving a mom, her kids and cookies that tasted like cardboard, Scratch & Grain Baking Company offers baking kits for amazingly delicious treats.  contain all-natural and GMO-Free ingredients. Most of these ingredients are certified organic and kids wonâ€™t even taste the difference because they are that good. Some of the Scratch and Grain baking kit flavors include Chocolate Chip, Classic Sugar, Oatmeal Raisin, Snicker Doodle, Chocolate Truffle and Chewy Peanut Butter!",Deal Made,BC
438,FALSE,"Bottle Bright is the solution to grimy water vessels everywhere. Rather than struggling with a brush, which doesn't remove germs, or using harsh chemicals that leave their own harmful residues, you could be using Bottle Bright tablets, which freshen your water bottle with a quick soak. These tablets are made with all-natural ingredients and easily rid your water bottle from odors, stains and grime. Bottle Bright also has a social mission. For every bag of Bottle Bright tablets purchased, the company donates an equal amount of tablets to people in developing countries, where the lack of clean water and water containers frequently poses serious risks. who are in need of safe and clean drinking water. The Bottle Bright formula is chlorine-free and certified safe, natural, and sustainable.",14,Storage and Cleaning Products,Justin Koehneke and Seth Friedman,"Richmond, VA",http://www.cleanethics.com,"$75,000.00 ",15.00%,"$500,000.00 ",6,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Bottle Bright,14-Jun,TRUE,607,an effervescent tablet for cleaning water bottles and other drinking containers ,Deal Made,LG
439,TRUE,"Any gathering can be improved with these reusable sticky ties! Not your typical ""Hello my name is"" tag, these stickers' charming look and themed designs offer a much more interesting kind of conversation starter. They are also super durable. You can reposition them and reuse them as you please. They don't even leave any residue after they're gone. You can write on these stickers, or let their looks speak for themselves. The company started out making sticky ties, but have continued adding new shapes and themes to the line-up. Our personal favorite is the bow tie. Try these at your next party and see how they liven up even a plain white tee.",14,Party Supplies,Ellie Brown and Becca Nelson,"Raleigh, NC",https://www.evrewares.com,"$100,000.00 ",30.00%,"$333,333.00 ",6,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,evREwares,14-Jun,TRUE,607,"reusable fabric sticker accessories such as humorous ties . Conceived from a mix passion for art and innovation (and admittedly some red wine),  are the Worldâ€™s First Sticky Accessory to the Plain White Tee. Far from a traditional stricker, evREwares are durable, reusable, interchangeable and do not leave any left-over sticker residue when removed. They are easy to take off and put right back on for creative repositioning. evReware ties come in a variety of stickers perfect for babys, kids and adults alike!",Deal Made,MC
440,TRUE,"A premium, nutritious to-go meal for your dog. The official dog food of the National Association of Search and Rescue.",15,Pet Products,Kristina Guerrero,"Bend, OR",http://www.turbopup.com,"$100,000.00 ",20.00%,"$500,000.00 ",6,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,TurboPUP,15-Jun,FALSE,619,"complete canine meal bars . Fuel your dog with TurboPup K9 Energy Bars. Healthy, human grade, all natural and grain-free, TurboPup is the go-to on the go treat for your pup. The Dog energy bar is a complete meal replacement and full of premium ingredients in one compact bar. TurboPup is a delightful, dog-approved pet food perfect for when you are out on a day hike, camping or an extended trip.",Deal Made,Others
441,TRUE,A unique and elegant portable lighting solution.,15,Home Accessories,Max Gunawan,"San Francisco, CA",http://www.hellolumio.com,"$250,000.00 ",8.00%,"$3,125,000.00 ",6,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Lumio,15-Jun,FALSE,619,"an elegant lighting device that folds like an accordion . Lumio is simply one of those â€œoooh and ahhhâ€ kind of products. Dynamic and multi-functional, Lumio is a hard-cover book when closed and a bright and vivid lamp when opened. Lumio Book Lamp is perfect for when youâ€™re outdoors or on the go and also in the comfort of your own home. It opens up to a full 360 degrees and provides up to 8 hours of LED lighting when charged with a micro-USB charger. Lumio is available in two different book forms including Dark Walnut and Blonde Maple. Each set comes with magnetic wooden pegs for mounting and a leather strap for easy hanging.",Deal Made,RH
442,FALSE,Custom men's clothing for custom lifestyles.,15,Men and Women's Apparel,Joe Chay,"Columbus, OH",http://www.belloverde.com,"$360,000.00 ",6.00%,"$6,000,000.00 ",6,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Bello Verde,15-Jun,FALSE,619,a custom suit and clothing label ,No Deal Made,
443,FALSE,The world's first napping mask.,15,Health and Well-Being,Neil Joglekar and Justin Lee,"Boston, MA",http://napwell.com,"$100,000.00 ",10.00%,"$1,000,000.00 ",6,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Napwell,15-Jun,TRUE,619,a sleep mask that uses light to wake the user gradually . The Worldâ€™s First Napping Mask. Fall asleep gently and wake up refreshed with Napwell Sleeping Mask.Â ,No Deal Made,
444,FALSE,"Victoria's Kitchen makes delicious, all-natural beverages. Almond Water, the flagship product, was inspired by co-founder David's grandmother Victoria.",16,Specialty Food,Deborah and David Meniane,"Los Angeles, CA",http://www.drinkvictoriaskitchen.com,"$200,000.00 ",20.00%,"$1,000,000.00 ",6,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Victoria's Kitchen,16-Jun,TRUE,620,"a line of almond water beverages . Inspired by a very special grandmaâ€™s recipe from South France, Victoriaâ€™s Kitchen Almond Water is a tasty alternative to lemonade or Iced Tea and an absolute delight! Containing purified water, cane sugar, natural flavorsÂ andÂ extracts, Victoriaâ€™s Kitchen Almond Water uses only the best ingredients. The flavors include Original, Coconut and Organic Lemonade. Yum!",No Deal Made,
445,FALSE,"An online investment club that helps accredited investors who want to find, invest in and share quality private investment deals.",16,Online Services,Aaron McDaniel,"San Francisco, CA",https://www.tycooninvestors.com,"$50,000.00 ",5.00%,"$1,000,000.00 ",6,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Tycoon Real Estate,16-Jun,FALSE,620,"a crowd investing platform for real estate . Tycoon Real Estate, the online investment club for serious real estate investors seeking high-end, otherwise inaccessible private investments of virtually all asset classes. Discover deals, share expertise, invest together, and profit with Tycoon Real Estate.",No Deal Made,
446,TRUE,"GreenBox is the innovator behind the patented, multi-functional GreenBox pizza box. Made of 100% recycled and recyclable material, the GreenBox breaks into plates and a storage unit for leftovers, completely eliminating the need for serving plates and wasteful storage materials.",16,Storage and Cleaning Products,Ned Kensing and Jennifer Wright-Laracy,"New York, NY",http://greenboxny.com,"$300,000.00 ",10.00%,"$3,000,000.00 ",6,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,GreenBox,16-Jun,TRUE,620,"a pizza delivery box made out of recycled materials that can be broken down into plates and storage containers . Eco-friendly and 100% recyclable, the GreenBox Pizza Box is a game changer in the Pizza delivery industry. It is uniquely engineered to break up into four sturdy plates and still maintain itâ€™s box use for storing left overs. This eliminates the need to waste the likes of plastic wrap, aluminum foil disposable plates and more. Own a Pizza place? GreenBox offers customization to suit your branding! Get GreenBox, the pizza box of the 21st century.",Deal Made,Others
447,TRUE,"If you're like most people, you can hardly function without your smartphone. It goes everywhere you go and you use it repeatedly throughout the day. But unlike most other things that get daily wear and tear, you probably don't wash your phone, so it's been accumulating germs since the day you acquired it. Now thanks to PhoneSoap, there's an easy and highly effective way to zap the microbes off your phone. PhoneSoap is a charger for your smartphone that encloses it in a UV case, which emits light in the UV-C range that kills 99.99% of bacteria. It disinfects your phone it just 5 minutes, but it's also safe to leave it in there all night while it charges too. You'll still be able to hear any notifications through the built-in audio amplifier. One of the advantages of the PhoneSoap charger over other products, such as anti-bacterial wipes for wireless devices, is that it's a one-time investment. You'll be able to use the charger again and again without having to reorder or spend more money. You also won't even need to remember to wipe your phone, since you'll be charging it either way. Although this germicidal phone charger is the company's flagship product, as well as its first, they've also added cleaning pads and a touchscreen polish stick to the lineup.",16,Storage and Cleaning Products,Dan Barnes and Wesley LaPorte,"Provo, UT",https://www.phonesoap.com,"$300,000.00 ",8.00%,"$4,000,000.00 ",6,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Phone Soap,16-Jun,TRUE,620,"a device that uses ultraviolet light to remove bacteria from cell phones while charging them . â€“ UV Phone Device Sanitizer & Charger Have you ever taken a moment to realize how dirty our phones are? Whether you have or not, it is a fact that our phones are EXTREMELYÂ filthy. The truth is our phones are more bacteria-filledÂ than a toilet or the scum off the bottom of your shoe. Sure, you can use phone sanitizer wipes, but that can get somewhat costly and is rather inconvenient. Enter PhoneSoap Phone Sanitizer, the first and only of its kind and the easiest and most effective way to sanitize your phone. Killing 99.9% of germs with powerful UV lights,Â PhoneSoap allows you toÂ seamlessly sanitize your smart phone during the time you are charging.",Deal Made,LG
448,TRUE,"Drain Strain is a revolutionary, never-clog drain stopper.",17,Storage and Cleaning Products,Naushad Ali,"Springfield, MO",http://www.drainstrain.com,"$110,000.00 ",15.00%,"$733,333.00 ",6,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Drain Strain,17-Jun,FALSE,616,"a sink stopper that keeps drains free from hair clogs . Tired of clogged drains? Drain Strain, the Never Clog Drain System is the solution to this annoying and costly problem. With Drain Strain, say good bye to high cost plumber calls and environmentally harmful chemicals for pouring use down your drain. Drain Strain is also preventative in terms of losing valuables such as jewelry and contacts. Drain Strain is easy to install and uninstall too! Just â€œTurn, Lift & Clickâ€.",Deal Made,Others
449,FALSE,"BedJet is the world's first ultra-rapid cooling, heating and climate control system made just for your bed.",17,Home Accessories,Mark Aramli,"Newport, RI",http://bedjet.com,"$250,000.00 ",10.00%,"$2,500,000.00 ",6,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,BedJet,17-Jun,FALSE,616,"a climate control system for maintaining beds at a desired temperature . Weâ€™ve all been there. Canâ€™t sleep because you are eitherÂ too hot or too cold. If only there was something you could do that would instantly make sleeping in your bed comfortable on any of these given nights. Your solution,Â is here. BedJet is a luxury climate control system that cools or heats within your bed. Itâ€™s especially perfect for couples who have opposite tastes for surrounding temperatures, as BedJet can control the climate of both sides of the bed. No, for real, one side can be cool and the other side warm.",No Deal Made,
450,FALSE,"Balm Chicky Balm Balm is a sassy '70s-themed lip gloss brand that's made for value and practicality. Balm Chicky Balm Balm features a patented ""Friend End"" for those times you have a pal in need of lip balm. And, offering three times the quantity of other lip balm brands, there's plenty to go around. Balm Chicky Balm Balm is also certified organic.",17,Personal Care and Cosmetics,Liz Moskow and Abby Schwalb,"Portland, OR",https://balmchicky.com,"$75,000.00 ",20.00%,"$375,000.00 ",6,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Balm Chicky Balm Balm,17-Jun,TRUE,616,a lip balm container with a secondary tip for sharing with others without spreading germs ,No Deal Made,
451,TRUE,"A stylish and eco-friendly alternative to pee pads, Fresh Patch delivers real-grass turf for dogs that don't have their own backyards.",17,Pet Products,Andrew Feld,"Davenport, FL",https://www.freshpatch.com,"$150,000.00 ",10.00%,"$1,500,000.00 ",6,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Fresh Patch,17-Jun,FALSE,616,"a delivery service for patches of live grass for pet owners without yards . Fresh Patch is real grass and the perfect training solution for your new puppy. Alternative to the traditional pee pad, Fresh Patch uses natural grass, grabbing you petâ€™s instinctive attention. Fresh Patch is full disposable, requiring no emptying, cleaning or disinfecting. Since itâ€™s real grass here, it naturally absorbs urine and controls odors. Itâ€™s also very convenient, eco-friendly and very much affordable. Get your Fresh Patch today!",Deal Made,Others
